,categories/0,categories/1,categories/2,categories/3,categoryName,isLocalGuide,language,publishAt,publishedAtDate,reviewContext/Reservation recommended,reviewContext/Visited on,reviewContext/Wait time,reviewerNumberOfReviews,reviewsCount,stars,state,text,title,categories/4,responseFromOwnerDate,responseFromOwnerText,categories/5,categories/6,categories/7,categories/8,categories/9,sentiment,year_published,review_text_count,cleaned_text
71,Museum,Event venue,Heritage museum,History museum,Museum,True,en,7 years ago,2017-12-20T07:27:32.394Z,No,Weekday,No wait,45,1196,4,Northern Territory,"Great museum if you are into planes, engines, history. They have a gift shop and toilets. There is a very informative 13 min movie about the WWII Darwin bombing and check out their website for great info. There is a awesome enormous B52 Bomber plane which was the highlight for me. Everything is contained in a huge hanger like shed cooled by fans (not air conditioned!) so can be a bit hot. Big display of many different planes. Staff were very pleasant.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2017,82,friendly staff excellent use technology help u learn rfd bombing darwin entry price little high side learn rfd rely partially donation keep operating
72,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 months ago,2025-07-21T11:46:16.372Z,No,Weekday,No wait,85,1196,5,Northern Territory,Impressive. Walk in to see the B-52. Great way to start the visit. Thats 1 huge aircraft,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,17,great place take family lot thing see way bigger first thought loved see many different view australian history old boat cyclone tracy child loved see well preserved presented animal tell museum really wantes best display
73,Museum,Event venue,Heritage museum,History museum,Museum,True,en,3 weeks ago,2025-08-26T20:39:21.866Z,No,Weekday,No wait,44,1196,5,Northern Territory,Well worth the visit if aviation is something you get geeky about. B52s are big! But not that big.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,19,nice museum artiful arranged exhibit worth spend couple hour enter free charge restaurant facing ocean colorful museum shop
74,Museum,Event venue,Heritage museum,History museum,Museum,True,en,2 years ago,2023-04-15T03:08:15.604Z,No,Weekday,No wait,32,1196,5,Northern Territory,"The Aviation Museum is a must-see on the 'Things To Do List' in Darwin. There are 19 aircraft on show, including a B52 bomber, 21 engines, and unique amateur footage of Darwin's first air raid.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,35,husband visited rfd bombing darwin tourist facility yesterday morning recommended u darwin local met litmiluk gorge thank delightful front counter lady reception making u feel welcome ill wear rfd supporter tshirt pride see next time visit wonderful city
75,Museum,Event venue,Heritage museum,History museum,Museum,True,en,4 years ago,2021-06-05T01:15:48.157Z,No,Weekday,No wait,346,1196,5,Northern Territory,"HIGHLY RECOMMENDED. Visited here whilst on a half day bus tour of Darwin. Staff were very, very good and the exhibits were first class. They have a B52 bomber on display and it's the only one in the Southern Hemisphere.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2021,40,nice small tourist centre virtual reality bombing darwin great holographic documentary rfd informative sure bombing darwin documentary experience told perspective u navy personnel interesting
76,Museum,Event venue,Heritage museum,History museum,Museum,False,en,11 months ago,2024-10-20T07:17:38.389Z,No,Weekend,No wait,9,1196,5,Northern Territory,Great value for money - enjoyed it immensely!  Especially the B52 on display.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,14,museum multiple time friend wanted see well worth visit multiple exhibition different content suit learn history darwin wildlife fauna see beautiful boat region think free everyone there excuse skip youre
77,Museum,Event venue,Heritage museum,History museum,Museum,True,en,3 years ago,2022-08-24T12:44:31.516Z,No,Weekday,No wait,260,1196,4,Northern Territory,"What a place. If you have even a slight interest in anything aviation, this place has done amazing things to see, do, and touch. The B52 was an absolute show stopper. It is such a shame you can't go inside any of the exhibits. Even just one for the kids and the big kids to interact with would have just nailed the 5 stars in my eyes.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2022,67,started saturday exploring museum art gallery rich collection give justice various significant aspect development region early geology indigenous people flora fauna maritime industrial agricultural age darwin 20th21st century really enjoyed collection
78,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2024-06-23T08:46:57.200Z,No,Weekend,No wait,27,1196,5,Northern Territory,"A great museum for learning more about what happened during WWII, as well as information on events in Vietnam, plus a few extras on the world of aviation in general.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2024,30,interesting place vr experience awesome
79,Museum,Event venue,Heritage museum,History museum,Museum,True,en,5 years ago,2020-07-08T12:23:25.886Z,No,Weekday,No wait,251,1196,5,Northern Territory,"A fantastic aviation museum with the only B52 bomber in the southern hemisphere, surrounded by many Aussie warplanes and history of the Australian aviation.
Darwin was 1st port of call in the early days of international flight when it used to take a couple of days to get to Singapore and S.E.Asia and 10 + days to reach Europe, and early aviators made landfall in Darwin.
Great museum and exhibits.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2020,68,absolutely fantastic great display informative staff clean
80,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a year ago,2023-09-23T03:16:13.383Z,No,Weekend,No wait,79,1196,3,Northern Territory,"Great exhibit of a diverse range of aircraft. Could be a little more interactive, but we’ll worth a visit. Loved the fighter jets",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2023,23,selective sample od darwin history
81,Museum,Event venue,Heritage museum,History museum,Museum,True,en,6 years ago,2018-09-26T12:22:37.802Z,No,Weekday,No wait,86,1196,5,Northern Territory,"Great collection of aeroplanes from all ages. A must see for anyone visiting Darwin.
There is a little retail shop there as well. Very reasonable prices and great service!
If you are aviation enthusiast, go and have a look. If you are not, still go and have a look!! You will enjoy it.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2018,51,great collection aeroplane age must see anyone visiting darwin little retail shop well reasonable price great service aviation enthusiast go look still go look enjoy
82,Museum,Event venue,Heritage museum,History museum,Museum,True,en,3 months ago,2025-06-20T07:18:38.171Z,No,Weekday,No wait,740,1196,5,Northern Territory,"Outstanding, a credit to the people of Darwin and everybody who looks after the place.

If you’re an aviation enthusiast, it has to be on your list to do and keep your hands in your pocket because you will walk out having brought something I’m sure.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,45,excellent great learn much well presented informative thank opportunity free enter highly recommend youre darwin
83,Museum,Event venue,Heritage museum,History museum,Museum,False,en,2 weeks ago,2025-09-04T02:20:04.000Z,Yes,Weekend,Up to 10 min,3,1196,5,Northern Territory,WOW! This place is amazing this is your sign to go there now! i had the best experience there.,Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,19,oh never ever seen like museum incredible also staff member great service visitor talked one younger woman kind pretty professional communication thank make feeling warm
84,Museum,Event venue,Heritage museum,History museum,Museum,True,en,a month ago,2025-08-06T02:52:36.201Z,No,Weekday,No wait,400,1196,5,Northern Territory,"We were lucky enough to have a guide....enhanced tgd experience so much. Well done on keeping this display up to date, clean  neat and relevant.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2025,26,great museum clean cool display free entry provide locker 2 refundable coin required valuable backpack allowed inside amazing section cyclone tracy also see huge crocodile captured darwin
85,Museum,Event venue,Heritage museum,History museum,Museum,True,en,8 years ago,2016-12-13T13:13:31.830Z,No,Weekday,No wait,38,1196,5,Northern Territory,"Filled with beautiful aircraft and the massive B-52 bomber. Overall the aircraft are kept in fairly good condition considering that this is in Darwin, enduring the hot and humid conditions. Despite this weather, the only airconditioned area is the the lobby which contains small collectables, old magazines and souvenirs. Though this makes sense as airconditioning an entire hangers is far too expensive to maintain for such a museum.",Darwin Aviation Museum,Tourist attraction,None,None,None,None,None,None,None,Positive,2016,68,really enjoyed effort went creating installation really great
